sample,eccentric_snr,lensed_snr,unlensed_snr
0,236.8033513940733,262.01919499142036,236.0043961214625
1,154.88979573252163,186.34577715803047,155.5453579990184
2,124.0061479714796,175.49433685106305,120.74622444781552
3,40.59821735442001,55.83730766065131,42.117753715828556
4,50.58045502559876,63.321763377013674,51.1992678471077
