sample,mass1,mass2,mass_ratio,chirp_mass,spin1z,spin2z,eccentricity,coa_phase,distance,dec,ra,polarization,Log_Mlz,yl,m_lens,y_lens,time_delay,eccentric_snr,lensed_snr,unlensed_snr
0,33.33370933822161,92.63617594622553,2.7790539302508894,47.178617576286726,0.3366068062706596,0.8248376194850547,0.17920032911959413,1.664322229646487,239.51969685398367,-0.18212665369434097,2.760375447293964,2.3647736770792016,4.777425213788284,0.9226804842993187,59899.77813436019,0.9226804842993187,2.252813915370765,236.8033513940733,262.01919499142036,236.0043961214625
1,54.00077117596858,166.69912981329614,3.086976837239698,80.1381936778328,0.5364715489016046,0.060127900251814616,0.43170024471817614,5.434542536053555,377.7922427843218,-0.4646694182991117,3.6521386197681975,2.1185842567401827,4.472764641113388,0.8880330058176167,29700.560215823898,0.8880330058176167,1.072518359023382,154.88979573252163,186.34577715803047,155.5453579990184
2,49.81892144080256,81.26586241322946,1.631224845158356,55.06441444271978,0.6755179479614991,0.2830952858900606,0.3086472034292411,0.4197628857778132,123.86212480148869,0.9219562011937902,2.8216269276889303,2.7451649671421716,3.1951545768862495,0.5165391685335349,1567.3088174821264,0.5165391685335349,0.03225264237991469,124.0061479714796,175.49433685106305,120.74622444781552
3,40.46919228731247,62.71759976769659,1.5497615895674608,43.6499305766735,0.21853552576568241,0.7993350126305576,0.45076891693376786,1.456012870087908,819.2157091462391,-0.38316205796770325,0.07198262639962277,1.8712736347847605,3.876080973437783,0.5435011568361152,7517.63045842123,0.5435011568361152,0.16296328907674393,40.59821735442001,55.83730766065131,42.117753715828556
4,47.61946358473638,91.05141043495213,1.9120629167300645,56.734294063796774,0.1386956094909104,0.39894809835573397,0.21464422889749882,1.818170132194757,586.7552360426316,-0.5890062291413087,5.264916065320392,2.873725870292781,4.579445506686669,0.7067121180897754,37970.42923996547,0.7067121180897754,1.0790132322513188,50.58045502559876,63.321763377013674,51.1992678471077
